18788109	502.4	391.4	5106.0
18788110	502.8	391.4	5106.0
18788111	503.2	391.2	5105.0
18788112	503.2	391.2	5105.0
18788113	503.3	391.2	5113.0
18788114	503.3	391.2	5113.0
18788115	503.3	391.2	5113.0
18788116	503.8	391.0	5113.0
18788117	503.8	391.0	5116.0
18788118	504.0	391.1	5115.0
18788119	504.2	391.1	5115.0
18788120	504.2	391.2	5117.0
18788121	504.2	391.2	5120.0
18788122	504.2	391.2	5128.0
18788123	504.0	391.2	5128.0
18788124	504.0	391.2	5141.0
18788125	504.0	391.1	5141.0
18788126	503.4	390.9	5140.0
18788127	502.9	390.9	5140.0
18788128	502.9	390.8	5144.0
18788129	503.1	390.8	5144.0
18788130	503.1	391.4	5143.0
18788131	503.3	391.9	5142.0
18788132	503.3	391.9	5142.0
18788133	503.5	391.6	5143.0
18788134	503.5	391.6	5145.0
18788135	503.9	391.2	5144.0
18788136	503.7	391.2	5144.0
18788137	503.6	391.1	5146.0
18788138	503.6	391.1	5148.0
18788139	503.5	391.2	5150.0
18788140	503.0	391.2	5151.0
18788141	503.0	391.2	5159.0
18788142	503.6	391.2	5160.0
18788143	503.6	391.2	5160.0
18788144	503.7	391.2	5153.0
18788145	503.7	391.2	5153.0
18788146	503.5	391.5	5153.0
18788147	503.3	391.6	5153.0
18788148	503.3	391.6	5159.0
18788149	503.3	391.4	5163.0
18788150	502.6	391.2	5163.0
18788151	502.6	391.1	5159.0
18788152	502.7	391.1	5159.0
18788153	502.7	391.1	5159.0
18788154	502.7	391.1	5158.0
18788155	502.7	391.1	5158.0
18788156	502.7	391.1	5158.0
18788157	502.0	391.6	5166.0
18788158	502.0	391.7	5168.0
18788159	501.9	391.7	5165.0
18788160	501.9	391.1	5165.0
18788161	502.5	391.0	5165.0
18788162	502.5	391.0	5165.0
18788163	501.9	391.0	5169.0
18788164	501.9	391.0	5173.0
18788165	501.6	391.0	5173.0
18788166	501.6	391.0	5175.0
18788167	502.4	391.0	5175.0
18788168	502.4	391.3	5176.0
18788169	502.6	391.3	5177.0
18788170	502.6	390.9	5177.0
18788171	502.4	390.9	5176.0
18788172	502.4	390.7	5176.0
18788173	502.3	390.7	5176.0
18788174	502.8	390.7	5177.0
18788175	503.2	390.6	5177.0
18788176	503.2	390.6	5186.0
18788177	503.3	389.9	5186.0
18788178	503.2	389.9	5183.0
18788179	503.1	390.3	5183.0
18788180	503.1	390.2	5183.0
18788181	502.5	390.2	5181.0
18788182	502.8	390.4	5181.0
18788183	503.1	390.3	5181.0
18788184	503.1	390.2	5181.0
18788185	503.1	390.2	5186.0
18788186	503.1	390.4	5183.0
18788187	502.6	390.4	5183.0
18788188	502.6	390.4	5190.0
18788189	502.7	391.1	5189.0
18788190	503.0	391.2	5189.0
18788191	502.9	391.2	5193.0
18788192	502.9	391.0	5193.0
18788193	503.5	391.0	5193.0
18788194	503.5	391.0	5199.0
18788195	503.3	390.6	5199.0
18788196	503.3	390.6	5201.0
18788197	503.1	391.5	5201.0
18788198	502.9	391.5	5202.0
18788199	502.9	391.3	5202.0
18788200	502.9	391.0	5201.0
18788201	502.9	391.1	5200.0
18788202	503.4	391.1	5196.0
18788203	503.4	390.5	5194.0
18788204	503.3	390.5	5194.0
18788205	503.3	390.5	5192.0
18788206	503.3	390.4	5190.0
18788207	502.3	390.3	5189.0
18788208	502.2	390.0	5188.0
18788209	502.1	389.7	5188.0
18788210	502.1	388.8	5191.0
18788211	502.2	388.5	5194.0
18788212	502.2	388.5	5194.0
18788213	502.1	388.7	5194.0
18788214	502.0	388.9	5192.0
18788215	502.0	389.0	5192.0
18788216	501.8	389.3	5201.0
18788217	501.8	389.3	5201.0
18788218	501.7	388.6	5201.0
18788219	501.7	388.6	5201.0
18788220	502.1	389.7	5201.0
18788221	502.2	389.7	5201.0
18788222	502.4	389.1	5201.0
18788223	502.5	389.1	5202.0
18788224	502.5	389.1	5202.0
18788225	502.5	389.2	5202.0
18788226	502.5	389.2	5198.0
18788227	502.4	389.2	5198.0
18788228	502.2	389.2	5194.0
18788229	502.2	389.2	5194.0
18788230	502.3	389.2	5195.0
18788231	502.6	389.5	5195.0
18788232	502.7	389.4	5194.0
18788233	502.4	389.4	5194.0
18788234	502.4	389.7	5201.0
18788235	503.0	389.7	5201.0
18788236	503.0	389.4	5201.0
18788237	502.7	389.1	5195.0
18788238	502.7	389.1	5195.0
18788239	502.8	389.0	5200.0
18788240	503.0	389.0	5200.0
18788241	503.0	389.9	5200.0
18788242	502.9	389.9	5202.0
18788243	502.9	389.8	5202.0
18788244	502.7	389.7	5202.0
18788245	502.7	389.7	5208.0
18788246	502.7	389.7	5208.0
18788247	503.1	390.0	5207.0
18788248	503.1	390.0	5207.0
18788249	503.0	390.1	5210.0
18788250	502.4	390.1	5210.0
18788251	502.5	389.4	5200.0
18788252	502.4	389.4	5201.0
18788253	502.3	389.7	5201.0
18788254	502.4	389.7	5195.0
18788255	502.4	389.5	5195.0
18788256	502.4	389.3	5204.0
18788257	502.4	388.7	5204.0
18788258	502.4	388.9	5204.0
18788259	502.5	389.0	5206.0
18788260	502.5	389.0	5206.0
18788261	502.4	388.8	5197.0
18788262	502.3	388.8	5197.0
18788263	502.2	389.8	5197.0
18788264	502.2	389.8	5197.0
18788265	502.5	389.8	5193.0
18788266	502.4	389.7	5193.0
18788267	502.2	389.8	5203.0
18788268	502.2	389.8	5203.0
18788269	503.0	389.2	5203.0
18788270	503.0	389.2	5195.0
18788271	503.0	389.2	5195.0
18788272	503.0	389.2	5196.0
18788273	502.1	389.2	5196.0
18788274	502.1	389.4	5198.0
18788275	502.4	389.4	5197.0
18788276	502.4	389.3	5197.0
18788277	502.4	389.2	5197.0
18788278	502.6	388.7	5193.0
